"학교명",학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자
"건양대학교 보건복지대학원",Konyang University Graduate School Of Public Health & Welfare,제2캠퍼스,대학원,특수대학원,사립,30,대전광역시,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",,35365,,kygrad.konyang.ac.kr/,042-600-1651,042-600-1641,1990-11-28,2022,2022-12-21
"건양대학교 상담대학원",Konyang University Graduate School Of Counseling,제2캠퍼스,대학원,특수대학원,사립,30,대전광역시,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",,35365,,kygrad.konyang.ac.kr/,042-600-1651,042-600-1641,2010-11-01,2022,2022-12-21
"건양대학교 일반대학원",Konyang University Graduate School Of Konyang University,제2캠퍼스,대학원,일반대학원,사립,30,대전광역시,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",,35365,,kygrad.konyang.ac.kr,042-600-1651,042-600-1641,1980-11-28,2022,2022-12-21
"경기대학교 건설산업대학원",Graduate School Of Construction Engineering And Industry,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr/gindustrial,031-249-9042,031-249-9071,2008-03-01,2022,2022-12-21
"경기대학교 건축대학원",Graduate School Of Architecture,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gsak,02-390-5219,02-313-3524,2006-09-27,2022,2022-12-21
"경기대학교 건축전문대학원",Graduate School Of Architecture,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gsak,02-390-5219,02-313-3524,1998-05-29,2022,2022-12-21
"경기대학교 공학대학원",Graduate School Of Engineering Kyonggi University,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gindustrial,031-249-9042,031-249-9071,2008-03-01,2022,2022-12-21
"경기대학교 관광전문대학원",Graduate School Of Tourism ＆ Hospitality Kyonggi University,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/stourism,02-390-5246,02-313-3524,1997-03-01,2022,2022-12-21
"경기대학교 교육대학원",Graduate School Of Education Kyonggi University,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=educate,031-249-9032,031-249-9036,1987-11-09,2022,2022-12-21
"경기대학교 국제문화대학원",Graduate School Of International & Culture Studies,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=kgic,02-390-5278,02-390-5078,1996-03-01,2022,2022-12-21
"경기대학교 대체의학대학원",Graduate School Of Alternative Medicine Kyonggi University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=kgam,02-390-5278,02-313-4131,2001-07-26,2022,2022-12-21
"경기대학교 문화예술대학원",Graduate School Of Culture & Arts,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/kgic,02-390-5278,02-390-5078,2008-03-01,2022,2022-12-21
"경기대학교 미술디자인대학원",Graduate School Of Art & Design,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr/deart,031-249-9996,031-249-9910,2005-10-11,2022,2022-12-21
"경기대학교 사회복지대학원",Graduate School Of Social Welfare,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/kgsw,02-390-5278,02-390-5078,2002-10-30,2022,2022-12-21
"경기대학교 산업정보대학원",Graduate School Of Industrial Information & Technology,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gindustrial,031-249-9042,031-244-9300,1991-11-15,2022,2022-12-21
"경기대학교 서비스경영전문대학원",Service Business School Kyonggi University,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/kmba,02-390-5253,02-313-3524,1987-11-19,2022,2022-12-21
"경기대학교 스포츠과학대학원",Graduate School Of Sport Science,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=sports,031-249-9095,031-249-9954,2001-03-01,2022,2022-12-21
"경기대학교 예술대학원",Graduate School Of Arts Kyonggi University,본교,대학원,특수대학원,사립,11,서울특별시,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=artgrad,031-249-9901,031-249-9075,2014-11-08,2022,2022-12-21
"경기대학교 일반대학원",Graduate School Of Kyonggi University,본교,대학원,일반대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/kgraduate,02-313-4131,02-390-5244,1979-11-27,2022,2022-12-21
"경기대학교 정치전문대학원",Graduate School Of Politics & Policy Kyonggi University,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/politics,02-390-5209,02-313-3524,2002-03-01,2022,2022-12-21
"경기대학교 조형대학원",Graduate School Of Art & Design,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr/deart,031-249-9996,031-249-9910,1995-03-01,2022,2022-12-21
"경기대학교 한류문화대학원",Graduate School of Korean Wave Kyonggi University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=hallyu,02-390-5276,02-313-4131,2019-03-01,2022,2022-12-21
"경기대학교 행정대학원",Graduate School Of Administration,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=pubadmin,031-249-9022,031-247-8967,1984-11-27,2022,2022-12-21
"경기대학교 행정복지상담대학원",Graduate School of Public AdministrationSocial WelfareCounseling,본교,대학원,특수대학원,사립,41,경기도,경기도 수원시 영통구 광교산로 154-42(이의동),,16227,,,031-249-9021,031-247-8967,1987-11-19,2022,2022-12-21
"경기대학교 행정사회복지대학원",Graduate School Of Public Administration & Social Welfare Kyonggi University,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr,031-249-9021,031-247-8967,1987-11-19,2022,2022-12-21
"경남과학기술대학교 국제식량안보대학원",Graduate School Of Global Food Security,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,2018-03-01,2022,2022-12-21
"경남과학기술대학교 대학원","Graduate School, Gyeongnam National University Of Science And Technology",본교,대학원,일반대학원,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,2011-03-01,2022,2022-12-21
"경남과학기술대학교 산업복지대학원","Graduate School, Gyeongnam National University Of Science And Technology",본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,2014-03-01,2022,2022-12-21
"경남과학기술대학교 창업대학원",Graduate School Of Business & Entrepreneurship,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,2011-01-01,2022,2022-12-21
"경남대학교 교육대학원","Graduate School Of Education, Kyungnam University",본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr/gse,055-249-2811,055-246-7407,1979-12-05,2022,2022-12-21
"경남대학교 대학원","Graduate School, Kyungnam University",본교,대학원,일반대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr/grad/,055-249-2808,055-715-1099,1976-01-22,2022,2022-12-21
"경남대학교 북한대학원","Graduate School Of North Korean Studies, Kyungnam University",본교,대학원,전문대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,,055-245-5000,055-246-6184,1998-03-01,2022,2022-12-21
"경남대학교 산업경영대학원","Graduate School Of Industry & Business Administration, Kyungnam University",본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr/indbiz,055-249-2586,0505-182-8966,2015-03-01,2022,2022-12-21
"경남대학교 행정대학원","Graduate School Of Public Adminstration, Kyungnam University",본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 문화남11길 41 (대내동, 경남대학교대학원관)",,51765,,www.kyungnam.ac.kr/admin,055-249-2595,055-715-2902,1988-03-01,2022,2022-12-21
"경북대학교 경영대학원",Kyungpook National University Graduate School Of Business Administration,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,mba.knu.ac.kr,053-950-5403,053-950-5405,1981-03-02,2022,2022-12-21
"경북대학교 과학기술대학원",Kyungpook National University Graduate School Of Science And Technology,본교,대학원,특수대학원,국립,47,경상북도,"경상북도 상주시 경상대로 2559 (가장동, 경북대학교상주캠퍼스)",,37224,,seoksa.knu.ac.kr,054-530-1645,054-530-1649,2009-03-01,2022,2022-12-21
"경북대학교 교육대학원",Kyungpook National University Graduate School Of Education,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,gse.knu.ac.kr,053-950-6124,053-950-6801,1969-02-18,2022,2022-12-21
"경북대학교 국제대학원",Kyungpook National University Graduate School Of International Studies,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,gsis.knu.ac.kr,053-950-5103,053-950-6101,1997-03-01,2022,2022-12-21
"경북대학교 농업생명융합대학원",Kyungpook National University Graduate School Of Agriculture And Bio-Convergence,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,www.knu.ac.kr,053-950-5704,053-950-6701,1992-03-02,2022,2022-12-21
"경북대학교 데이터사이언스대학원",Graduate School of Data Science,본교,대학원,전문대학원,국립,27,대구광역시,대구광역시 북구 대학로 80(산격동),,41566,,data.knu.ac.kr,053-950-6512,000-000-0000,2022-03-02,2022,2022-12-21
"경북대학교 법학전문대학원",Kyungpook National University Law School,본교,대학원,전문대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,lawschool.knu.ac.kr,053-950-5456,053-950-5455,2009-03-02,2022,2022-12-21
"경북대학교 보건대학원",Kyungpook National University Graduate School Of Public Health,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",,41944,,health.knu.ac.kr,053-420-4871,053-421-1695,1981-03-01,2022,2022-12-21
"경북대학교 산업대학원",Kyungpook National University Graduate School Of Industry,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,ind.knu.ac.kr,053-950-6143,053-958-5054,1984-11-27,2022,2022-12-21
"경북대학교 수사과학대학원",Kyungpook National University Graduate School Of Forensic And Investigative Science,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",,41944,,www.knu.ac.kr/,053-420-4886,053-422-4712,2003-03-01,2022,2022-12-21
"경북대학교 스마트농생명식품융합대학원",Kyungpook National University Graduate School of Smart Agriculture and Food Bio-Convergence,본교,대학원,특수대학원,국립,27,대구광역시,대구광역시 북구 대학로 80 (산격동),,41566,,,053-950-5704,053-950-6701,2021-03-02,2022,2022-12-21
"경북대학교 식물방역대학원",Graduate School of Plant Protection and Quarantine,본교,대학원,특수대학원,국립,27,대구광역시,대구광역시 북구 대학로 80(산격동),,41566,,,053-950-5704,053-950-6701,2022-03-02,2022,2022-12-21
"경북대학교 의학전문대학원",Kyungpook National University School Of Medicine,본교,대학원,전문대학원,국립,27,대구광역시,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",,41944,,med.knu.ac.kr,053-420-4910,053-425-9937,2006-03-01,2022,2022-12-21
"경북대학교 일반대학원",Kyungpook National University Graduate School,본교,대학원,일반대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,grad.knu.ac.kr,053-950-6072,053-950-5099,1953-05-18,2022,2022-12-21
"경북대학교 정책정보대학원",Kyungpook National University Graduate School Of Policy And Information,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,www.knu.ac.kr,053-950-5202,053-950-5205,2000-03-01,2022,2022-12-21
"경북대학교 치의학전문대학원",Kyungpook National University School Of Dentistry,본교,대학원,전문대학원,국립,27,대구광역시,"대구광역시 중구 달구벌대로 2177 (삼덕동2가, 경북대학교치의학전문대학원)",,41940,,dent.knu.ac.kr,053-660-6803,053-425-6025,2005-03-01,2022,2022-12-21
